,label,text,precautions
2643,hepatitis a,joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain,Consult nearest hospital  wash hands through  avoid fatty spicy food  medication
2644,hepatitis b,itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,consult nearest hospital  vaccination  eat healthy  medication
2645,hepatitis c,fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history,Consult nearest hospital  vaccination  eat healthy  medication
2646,hepatitis d,joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes,consult doctor  medication  eat healthy  follow up
2647,hepatitis e,joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,stop alcohol consumption  rest  consult doctor  medication
2648,alcoholic hepatitis,vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,stop alcohol consumption  consult doctor  medication  follow up
2649,tuberculosis,chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,cover mouth  consult doctor  medication  rest
2650,common cold,continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain,drink vitamin c rich drinks  take vapour  avoid cold food  keep fever in check
2651,pneumonia,chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum,consult doctor  medication  rest  follow up
2652,dimorphic hemmorhoids(piles),constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus,avoid fatty spicy food  consume witch hazel  warm bath with epsom salt  consume alovera juice
2654,varicose veins,fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf,lie down flat and raise the leg high  use oinments  use vein compression  dont stand still for long
2655,hypothyroidism,fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation,reduce stress  exercise  eat healthy  get proper sleep
2656,hyperthyroidism,fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation,eat healthy  massage  use lemon balm  take radioactive iodine treatment
2657,hypoglycemia,vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations,lie down on side  check in pulse  drink sugary drinks  consult doctor
2658,osteoarthristis,joint pain  neck pain  knee pain  hip joint pain  swelling joints  painful walking,acetaminophen  consult nearest hospital  follow up  salt baths
2659,arthritis,muscle weakness  stiff neck  swelling joints  movement stiffness  painful walking,exercise  use hot and cold therapy  try acupuncture  massage
2660,(vertigo) paroymsal  positional vertigo,vomiting  headache  nausea  spinning movements  loss of balance  unsteadiness,lie down  avoid sudden change in body  avoid abrupt head movment  relax
2661,acne,skin rash  pus filled pimples  blackheads  scurring,bath twice  avoid fatty spicy food  drink plenty of water  avoid too many products
2662,urinary tract infection,burning micturition  bladder discomfort  foul smell of urine  continuous feel of urine,drink plenty of water  increase vitamin c intake  drink cranberry juice  take probiotics
2663,psoriasis,skin rash  joint pain  skin peeling  silver like dusting  small dents in nails  inflammatory nails,wash hands with warm soapy water  stop bleeding using pressure  consult doctor  salt baths
2664,impetigo,skin rash  high fever  blister  red sore around nose  yellow crust ooze,soak affected area in warm water  use antibiotics  remove scabs with wet compressed cloth  consult doctor
2665,fungal infection,itching  skin rash  nodal skin eruptions  dischromic  patches,bath twice  use detol or neem in bathing water  keep infected area dry  use clean cloths
2667,gerd,stomach pain  acidity  ulcers on tongue  vomiting  cough  chest pain,avoid fatty spicy food  avoid lying down after eating  maintain healthy weight  exercise
2668,chronic cholestasis,itching  vomiting  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes,cold baths  anti itch medicine  consult doctor  eat healthy
2670,peptic ulcer diseae,vomiting  indigestion  loss of appetite  abdominal pain  passage of gases  internal itching,avoid fatty spicy food  consume probiotic food  eliminate milk  limit alcohol
2671,aids,muscle wasting  patches in throat  high fever  extra marital contacts,avoid open cuts  wear ppe if possible  consult doctor  follow up
2672,diabetes ,fatigue  weight loss  restlessness  lethargy  irregular sugar level  blurred and distorted vision  obesity  excessive hunger  increased appetite  polyuria,have balanced diet  exercise  consult doctor  follow up
2673,gastroenteritis,vomiting  sunken eyes  dehydration  diarrhoea,stop eating solid food for while  try taking small sips of water  rest  ease back into eating
2674,bronchial asthma,fatigue  cough  high fever  breathlessness  family history  mucoid sputum,switch to loose cloothing  take deep breaths  get away from trigger  seek help
2675,hypertension ,headache  chest pain  dizziness  loss of balance  lack of concentration,meditation  salt baths  reduce stress  get proper sleep
2676,migraine,acidity  indigestion  headache  blurred and distorted vision  excessive hunger  stiff neck  depression  irritability  visual disturbances,meditation  reduce stress  use poloroid glasses in sun  consult doctor
2677,cervical spondylosis,back pain  weakness in limbs  neck pain  dizziness  loss of balance,use heating pad or cold pack  exercise  take otc pain reliver  consult doctor
2678,paralysis (brain hemorrhage),vomiting  headache  weakness of one body side  altered sensorium,massage  eat healthy  exercise  consult doctor
2679,jaundice,itching  vomiting  fatigue  weight loss  high fever  yellowish skin  dark urine  abdominal pain,drink plenty of water  consume milk thistle  eat fruits and high fiberous food  medication
2680,malaria,chills  vomiting  high fever  sweating  headache  nausea  diarrhoea  muscle pain,Consult nearest hospital  avoid oily food  avoid non veg food  keep mosquitos out
2681,chicken pox,itching  skin rash  fatigue  lethargy  high fever  headache  loss of appetite  mild fever  swelled lymph nodes  malaise  red spots over body,use neem in bathing   consume neem leaves  take vaccine  avoid public places
2682,dengue,skin rash  chills  joint pain  vomiting  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body,drink papaya leaf juice  avoid fatty spicy food  keep mosquitos away  keep hydrated
2683,typhoid,chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain,eat high calorie vegitables  antiboitic therapy  consult doctor  medication
2684,hepatitis a,joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain,Consult nearest hospital  wash hands through  avoid fatty spicy food  medication
2685,hepatitis b,itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,consult nearest hospital  vaccination  eat healthy  medication
2686,hepatitis c,fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history,Consult nearest hospital  vaccination  eat healthy  medication
2687,hepatitis d,joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes,consult doctor  medication  eat healthy  follow up
2688,hepatitis e,joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,stop alcohol consumption  rest  consult doctor  medication
2689,alcoholic hepatitis,vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,stop alcohol consumption  consult doctor  medication  follow up
2690,tuberculosis,chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,cover mouth  consult doctor  medication  rest
2691,common cold,continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain,drink vitamin c rich drinks  take vapour  avoid cold food  keep fever in check
2692,pneumonia,chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum,consult doctor  medication  rest  follow up
2693,dimorphic hemmorhoids(piles),constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus,avoid fatty spicy food  consume witch hazel  warm bath with epsom salt  consume alovera juice
2695,varicose veins,fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf,lie down flat and raise the leg high  use oinments  use vein compression  dont stand still for long
2696,hypothyroidism,fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation,reduce stress  exercise  eat healthy  get proper sleep
2697,hyperthyroidism,fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation,eat healthy  massage  use lemon balm  take radioactive iodine treatment
2698,hypoglycemia,vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations,lie down on side  check in pulse  drink sugary drinks  consult doctor
2699,osteoarthristis,joint pain  neck pain  knee pain  hip joint pain  swelling joints  painful walking,acetaminophen  consult nearest hospital  follow up  salt baths
2700,arthritis,muscle weakness  stiff neck  swelling joints  movement stiffness  painful walking,exercise  use hot and cold therapy  try acupuncture  massage
2701,(vertigo) paroymsal  positional vertigo,vomiting  headache  nausea  spinning movements  loss of balance  unsteadiness,lie down  avoid sudden change in body  avoid abrupt head movment  relax
2702,acne,skin rash  pus filled pimples  blackheads  scurring,bath twice  avoid fatty spicy food  drink plenty of water  avoid too many products
2703,urinary tract infection,burning micturition  bladder discomfort  foul smell of urine  continuous feel of urine,drink plenty of water  increase vitamin c intake  drink cranberry juice  take probiotics
2704,psoriasis,skin rash  joint pain  skin peeling  silver like dusting  small dents in nails  inflammatory nails,wash hands with warm soapy water  stop bleeding using pressure  consult doctor  salt baths
2705,impetigo,skin rash  high fever  blister  red sore around nose  yellow crust ooze,soak affected area in warm water  use antibiotics  remove scabs with wet compressed cloth  consult doctor
2706,fungal infection,itching  skin rash  nodal skin eruptions  dischromic  patches,bath twice  use detol or neem in bathing water  keep infected area dry  use clean cloths
2708,gerd,stomach pain  acidity  ulcers on tongue  vomiting  cough  chest pain,avoid fatty spicy food  avoid lying down after eating  maintain healthy weight  exercise
2709,chronic cholestasis,itching  vomiting  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes,cold baths  anti itch medicine  consult doctor  eat healthy
2711,peptic ulcer diseae,vomiting  indigestion  loss of appetite  abdominal pain  passage of gases  internal itching,avoid fatty spicy food  consume probiotic food  eliminate milk  limit alcohol
2712,aids,muscle wasting  patches in throat  high fever  extra marital contacts,avoid open cuts  wear ppe if possible  consult doctor  follow up
2713,diabetes ,fatigue  weight loss  restlessness  lethargy  irregular sugar level  blurred and distorted vision  obesity  excessive hunger  increased appetite  polyuria,have balanced diet  exercise  consult doctor  follow up
2714,gastroenteritis,vomiting  sunken eyes  dehydration  diarrhoea,stop eating solid food for while  try taking small sips of water  rest  ease back into eating
2715,bronchial asthma,fatigue  cough  high fever  breathlessness  family history  mucoid sputum,switch to loose cloothing  take deep breaths  get away from trigger  seek help
2716,hypertension ,headache  chest pain  dizziness  loss of balance  lack of concentration,meditation  salt baths  reduce stress  get proper sleep
2717,migraine,acidity  indigestion  headache  blurred and distorted vision  excessive hunger  stiff neck  depression  irritability  visual disturbances,meditation  reduce stress  use poloroid glasses in sun  consult doctor
2718,cervical spondylosis,back pain  weakness in limbs  neck pain  dizziness  loss of balance,use heating pad or cold pack  exercise  take otc pain reliver  consult doctor
2719,paralysis (brain hemorrhage),vomiting  headache  weakness of one body side  altered sensorium,massage  eat healthy  exercise  consult doctor
2720,jaundice,itching  vomiting  fatigue  weight loss  high fever  yellowish skin  dark urine  abdominal pain,drink plenty of water  consume milk thistle  eat fruits and high fiberous food  medication
2721,malaria,chills  vomiting  high fever  sweating  headache  nausea  diarrhoea  muscle pain,Consult nearest hospital  avoid oily food  avoid non veg food  keep mosquitos out
2722,chicken pox,itching  skin rash  fatigue  lethargy  high fever  headache  loss of appetite  mild fever  swelled lymph nodes  malaise  red spots over body,use neem in bathing   consume neem leaves  take vaccine  avoid public places
2723,dengue,skin rash  chills  joint pain  vomiting  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body,drink papaya leaf juice  avoid fatty spicy food  keep mosquitos away  keep hydrated
2724,typhoid,chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain,eat high calorie vegitables  antiboitic therapy  consult doctor  medication
2725,hepatitis a,joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain,Consult nearest hospital  wash hands through  avoid fatty spicy food  medication
2726,hepatitis b,itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,consult nearest hospital  vaccination  eat healthy  medication
2727,hepatitis c,fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history,Consult nearest hospital  vaccination  eat healthy  medication
2728,hepatitis d,joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes,consult doctor  medication  eat healthy  follow up
2729,hepatitis e,joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,stop alcohol consumption  rest  consult doctor  medication
2730,alcoholic hepatitis,vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,stop alcohol consumption  consult doctor  medication  follow up
2731,tuberculosis,chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,cover mouth  consult doctor  medication  rest
2732,common cold,continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain,drink vitamin c rich drinks  take vapour  avoid cold food  keep fever in check
2733,pneumonia,chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum,consult doctor  medication  rest  follow up
2734,dimorphic hemmorhoids(piles),constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus,avoid fatty spicy food  consume witch hazel  warm bath with epsom salt  consume alovera juice
2736,varicose veins,fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf,lie down flat and raise the leg high  use oinments  use vein compression  dont stand still for long
2737,hypothyroidism,fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation,reduce stress  exercise  eat healthy  get proper sleep
2738,hyperthyroidism,fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation,eat healthy  massage  use lemon balm  take radioactive iodine treatment
2739,hypoglycemia,vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations,lie down on side  check in pulse  drink sugary drinks  consult doctor
2740,osteoarthristis,joint pain  neck pain  knee pain  hip joint pain  swelling joints  painful walking,acetaminophen  consult nearest hospital  follow up  salt baths
2741,arthritis,muscle weakness  stiff neck  swelling joints  movement stiffness  painful walking,exercise  use hot and cold therapy  try acupuncture  massage
2742,(vertigo) paroymsal  positional vertigo,vomiting  headache  nausea  spinning movements  loss of balance  unsteadiness,lie down  avoid sudden change in body  avoid abrupt head movment  relax
2743,acne,skin rash  pus filled pimples  blackheads  scurring,bath twice  avoid fatty spicy food  drink plenty of water  avoid too many products
2744,urinary tract infection,burning micturition  bladder discomfort  foul smell of urine  continuous feel of urine,drink plenty of water  increase vitamin c intake  drink cranberry juice  take probiotics
2745,psoriasis,skin rash  joint pain  skin peeling  silver like dusting  small dents in nails  inflammatory nails,wash hands with warm soapy water  stop bleeding using pressure  consult doctor  salt baths
2746,impetigo,skin rash  high fever  blister  red sore around nose  yellow crust ooze,soak affected area in warm water  use antibiotics  remove scabs with wet compressed cloth  consult doctor
2747,fungal infection,itching  skin rash  nodal skin eruptions  dischromic  patches,bath twice  use detol or neem in bathing water  keep infected area dry  use clean cloths
2749,gerd,stomach pain  acidity  ulcers on tongue  vomiting  cough  chest pain,avoid fatty spicy food  avoid lying down after eating  maintain healthy weight  exercise
2750,chronic cholestasis,itching  vomiting  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes,cold baths  anti itch medicine  consult doctor  eat healthy
2752,peptic ulcer diseae,vomiting  indigestion  loss of appetite  abdominal pain  passage of gases  internal itching,avoid fatty spicy food  consume probiotic food  eliminate milk  limit alcohol
2753,aids,muscle wasting  patches in throat  high fever  extra marital contacts,avoid open cuts  wear ppe if possible  consult doctor  follow up
2754,diabetes ,fatigue  weight loss  restlessness  lethargy  irregular sugar level  blurred and distorted vision  obesity  excessive hunger  increased appetite  polyuria,have balanced diet  exercise  consult doctor  follow up
2755,gastroenteritis,vomiting  sunken eyes  dehydration  diarrhoea,stop eating solid food for while  try taking small sips of water  rest  ease back into eating
2756,bronchial asthma,fatigue  cough  high fever  breathlessness  family history  mucoid sputum,switch to loose cloothing  take deep breaths  get away from trigger  seek help
2757,hypertension ,headache  chest pain  dizziness  loss of balance  lack of concentration,meditation  salt baths  reduce stress  get proper sleep
2758,migraine,acidity  indigestion  headache  blurred and distorted vision  excessive hunger  stiff neck  depression  irritability  visual disturbances,meditation  reduce stress  use poloroid glasses in sun  consult doctor
2759,cervical spondylosis,back pain  weakness in limbs  neck pain  dizziness  loss of balance,use heating pad or cold pack  exercise  take otc pain reliver  consult doctor
2760,paralysis (brain hemorrhage),vomiting  headache  weakness of one body side  altered sensorium,massage  eat healthy  exercise  consult doctor
2761,jaundice,itching  vomiting  fatigue  weight loss  high fever  yellowish skin  dark urine  abdominal pain,drink plenty of water  consume milk thistle  eat fruits and high fiberous food  medication
2762,malaria,chills  vomiting  high fever  sweating  headache  nausea  diarrhoea  muscle pain,Consult nearest hospital  avoid oily food  avoid non veg food  keep mosquitos out
2763,chicken pox,itching  skin rash  fatigue  lethargy  high fever  headache  loss of appetite  mild fever  swelled lymph nodes  malaise  red spots over body,use neem in bathing   consume neem leaves  take vaccine  avoid public places
2764,dengue,skin rash  chills  joint pain  vomiting  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body,drink papaya leaf juice  avoid fatty spicy food  keep mosquitos away  keep hydrated
2765,typhoid,chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain,eat high calorie vegitables  antiboitic therapy  consult doctor  medication
2766,hepatitis a,joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain,Consult nearest hospital  wash hands through  avoid fatty spicy food  medication
2767,hepatitis b,itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,consult nearest hospital  vaccination  eat healthy  medication
2768,hepatitis c,fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history,Consult nearest hospital  vaccination  eat healthy  medication
2769,hepatitis d,joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes,consult doctor  medication  eat healthy  follow up
2770,hepatitis e,joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,stop alcohol consumption  rest  consult doctor  medication
2771,alcoholic hepatitis,vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,stop alcohol consumption  consult doctor  medication  follow up
2772,tuberculosis,chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,cover mouth  consult doctor  medication  rest
2773,common cold,continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain,drink vitamin c rich drinks  take vapour  avoid cold food  keep fever in check
2774,pneumonia,chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum,consult doctor  medication  rest  follow up
2775,dimorphic hemmorhoids(piles),constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus,avoid fatty spicy food  consume witch hazel  warm bath with epsom salt  consume alovera juice
2777,varicose veins,fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf,lie down flat and raise the leg high  use oinments  use vein compression  dont stand still for long
2778,hypothyroidism,fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation,reduce stress  exercise  eat healthy  get proper sleep
2779,hyperthyroidism,fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation,eat healthy  massage  use lemon balm  take radioactive iodine treatment
2780,hypoglycemia,vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations,lie down on side  check in pulse  drink sugary drinks  consult doctor
2781,osteoarthristis,joint pain  neck pain  knee pain  hip joint pain  swelling joints  painful walking,acetaminophen  consult nearest hospital  follow up  salt baths
2782,arthritis,muscle weakness  stiff neck  swelling joints  movement stiffness  painful walking,exercise  use hot and cold therapy  try acupuncture  massage
2783,(vertigo) paroymsal  positional vertigo,vomiting  headache  nausea  spinning movements  loss of balance  unsteadiness,lie down  avoid sudden change in body  avoid abrupt head movment  relax
2784,acne,skin rash  pus filled pimples  blackheads  scurring,bath twice  avoid fatty spicy food  drink plenty of water  avoid too many products
2785,urinary tract infection,burning micturition  bladder discomfort  foul smell of urine  continuous feel of urine,drink plenty of water  increase vitamin c intake  drink cranberry juice  take probiotics
2786,psoriasis,skin rash  joint pain  skin peeling  silver like dusting  small dents in nails  inflammatory nails,wash hands with warm soapy water  stop bleeding using pressure  consult doctor  salt baths
2787,impetigo,skin rash  high fever  blister  red sore around nose  yellow crust ooze,soak affected area in warm water  use antibiotics  remove scabs with wet compressed cloth  consult doctor
2788,fungal infection,itching  skin rash  nodal skin eruptions  dischromic  patches,bath twice  use detol or neem in bathing water  keep infected area dry  use clean cloths
2790,gerd,stomach pain  acidity  ulcers on tongue  vomiting  cough  chest pain,avoid fatty spicy food  avoid lying down after eating  maintain healthy weight  exercise
2791,chronic cholestasis,itching  vomiting  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes,cold baths  anti itch medicine  consult doctor  eat healthy
2793,peptic ulcer diseae,vomiting  indigestion  loss of appetite  abdominal pain  passage of gases  internal itching,avoid fatty spicy food  consume probiotic food  eliminate milk  limit alcohol
2794,aids,muscle wasting  patches in throat  high fever  extra marital contacts,avoid open cuts  wear ppe if possible  consult doctor  follow up
2795,diabetes ,fatigue  weight loss  restlessness  lethargy  irregular sugar level  blurred and distorted vision  obesity  excessive hunger  increased appetite  polyuria,have balanced diet  exercise  consult doctor  follow up
2796,gastroenteritis,vomiting  sunken eyes  dehydration  diarrhoea,stop eating solid food for while  try taking small sips of water  rest  ease back into eating
2797,bronchial asthma,fatigue  cough  high fever  breathlessness  family history  mucoid sputum,switch to loose cloothing  take deep breaths  get away from trigger  seek help
2798,hypertension ,headache  chest pain  dizziness  loss of balance  lack of concentration,meditation  salt baths  reduce stress  get proper sleep
2799,migraine,acidity  indigestion  headache  blurred and distorted vision  excessive hunger  stiff neck  depression  irritability  visual disturbances,meditation  reduce stress  use poloroid glasses in sun  consult doctor
2800,cervical spondylosis,back pain  weakness in limbs  neck pain  dizziness  loss of balance,use heating pad or cold pack  exercise  take otc pain reliver  consult doctor
2801,paralysis (brain hemorrhage),vomiting  headache  weakness of one body side  altered sensorium,massage  eat healthy  exercise  consult doctor
2802,jaundice,itching  vomiting  fatigue  weight loss  high fever  yellowish skin  dark urine  abdominal pain,drink plenty of water  consume milk thistle  eat fruits and high fiberous food  medication
2803,malaria,chills  vomiting  high fever  sweating  headache  nausea  diarrhoea  muscle pain,Consult nearest hospital  avoid oily food  avoid non veg food  keep mosquitos out
2804,chicken pox,itching  skin rash  fatigue  lethargy  high fever  headache  loss of appetite  mild fever  swelled lymph nodes  malaise  red spots over body,use neem in bathing   consume neem leaves  take vaccine  avoid public places
2805,dengue,skin rash  chills  joint pain  vomiting  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body,drink papaya leaf juice  avoid fatty spicy food  keep mosquitos away  keep hydrated
2806,typhoid,chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain,eat high calorie vegitables  antiboitic therapy  consult doctor  medication
2807,hepatitis a,joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain,Consult nearest hospital  wash hands through  avoid fatty spicy food  medication
2808,hepatitis b,itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections,consult nearest hospital  vaccination  eat healthy  medication
2809,hepatitis c,fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history,Consult nearest hospital  vaccination  eat healthy  medication
2810,hepatitis d,joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes,consult doctor  medication  eat healthy  follow up
2811,hepatitis e,joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding,stop alcohol consumption  rest  consult doctor  medication
2812,alcoholic hepatitis,vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload,stop alcohol consumption  consult doctor  medication  follow up
2813,tuberculosis,chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum,cover mouth  consult doctor  medication  rest
2814,common cold,continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain,drink vitamin c rich drinks  take vapour  avoid cold food  keep fever in check
2815,pneumonia,chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum,consult doctor  medication  rest  follow up
2816,dimorphic hemmorhoids(piles),constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus,avoid fatty spicy food  consume witch hazel  warm bath with epsom salt  consume alovera juice
2818,varicose veins,fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf,lie down flat and raise the leg high  use oinments  use vein compression  dont stand still for long
2819,hypothyroidism,fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation,reduce stress  exercise  eat healthy  get proper sleep
